year,study_ID,year_of_collection ,continent ,country,latitude,longitude,hs1,hs,IS03,Order,host_species1,bees_type,host1,host,dm,dignostic_method,genus,Tryp_species1,Tryp_species2,total,cases,all_prevelence_,ID,infected,not_infected,p,WM,notes,all_type,all_type2,md,insec1,insec,sm,Column1,Column2
2016,"(Gallot-Lavallée et al., 2016)",,North America,Mexico,,,,,MEX,Hymenopterans,Bombus_diligens,Bombus_spp. ,bees (mono),bees,mol,,Crithidia_spp.,Crithidia_mexicana,Crithidia_mexicana,151,9,6,m17,9,142,0.06,W,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta,,
2016,"(Gallot-Lavallée et al., 2016)",,North America,Mexico,,,,,MEX,Hymenopterans,Bombus_wilmattae,Bombus_spp. ,bees (mono),bees,mol,,Crithidia_spp.,Crithidia_mexicana,Crithidia_mexicana,107,34,31.8,m17,34,73,0.318,W,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta,,
2016,"(Gallot-Lavallée et al., 2016)",,North America,Mexico,,,,,MEX,Hymenopterans,Bombus_trinominatus,Bombus_spp. ,bees (mono),bees,mol,,Crithidia_spp.,Crithidia_mexicana,Crithidia_mexicana,104,1,1,m17,1,103,0.01,W,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta,,
2016,"(Gallot-Lavallée et al., 2016)",,North America,Mexico,,,,,MEX,Hymenopterans,Bombus_macgregori,Bombus_spp. ,bees (mono),bees,mol,,Crithidia_spp.,Crithidia_mexicana,Crithidia_mexicana,29,4,13.8,m17,4,25,0.138,W,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta,,
2016,"(Gallot-Lavallée et al., 2016)",,North America,Mexico,,,,,MEX,Hymenopterans,Bombus_steindachneri,Bombus_spp. ,bees (mono),bees,mol,,Crithidia_spp.,Crithidia_mexicana,Crithidia_mexicana,20,2,10,m17,2,18,0.1,W,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta,,
2016,"(Gallot-Lavallée et al., 2016)",,North America,Mexico,,,,,MEX,Hymenopterans,Bombus_ephippiatus,Bombus_spp. ,bees (mono),bees,mol,,Crithidia_spp.,Crithidia_spp.,Crithidia_spp.,1404,5,0.4,m17,5,1399,0.004,W,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta,,
2016,"(Gallot-Lavallée et al., 2016)",,North America,Mexico,,,,,MEX,Hymenopterans,Bombus_weisi,Bombus_spp. ,bees (mono),bees,mol,,Crithidia_spp.,Crithidia_spp.,Crithidia_spp.,895,1,1.1,m17,1,894,0.011,W,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta,,
2016,"(Gallot-Lavallée et al., 2016)",,North America,Mexico,,,,,MEX,Hymenopterans,Bombus_huntii,Bombus_spp. ,bees (mono),bees,mol,,Crithidia_spp.,Crithidia_spp.,Crithidia_spp.,240,16,6.7,m17,16,224,0.067,W,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta,,
2016,"(Gallot-Lavallée et al., 2016)",,North America,Mexico,,,,,MEX,Hymenopterans,Bombus_diligens,Bombus_spp. ,bees (mono),bees,mol,,Crithidia_spp.,Crithidia_spp.,Crithidia_spp.,151,1,0.7,m17,1,150,0.007,W,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta,,
2016,"(Gallot-Lavallée et al., 2016)",,North America,Mexico,,,,,MEX,Hymenopterans,Bombus_macgregori,Bombus_spp. ,bees (mono),bees,mol,,Crithidia_spp.,Crithidia_spp.,Crithidia_spp.,29,1,3.5,m17,1,28,0.035,W,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta,,
2018,"(Schoener et al., 2018)",2014-2015,Europe,Austria,48°12’N,16°22’E,2,2,AUT,Diptera,Culex pipiens ,Cx. pipiens f. pipiens ,flies (mono),flies,mol," nested PCR, PCR ",Crithidia_spp.,Crithidia_spp.,Crithidia_spp.,1939,3,0.15,29672618,3,1936,0.0015,,Crithidia brevicula and Crithidia fasciculata,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta,,
2014,"(Grybchuk-Ieremenko et al., 2014)",2006-2013,Europe,Ukraine,50°30’N,30°28’E,1,2,UKR,Acipenseriformes,Esox lucius,"Esox lucius, Carassius carassius, Abramis brama, Scardinius erythrophthalmus, Cobitis ʻtaeniaʼ, Silurus glanis , Sander lucioperca, Perca fluviatilis. ",fish,fish,micro,"microscopic	examination",9,fish_trypanosomes,fish_trypanosomes,1373,921,67.08,25651690,921,452,0.6708,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2004,"(Karlsbakk, 2004)",1996-2004,Europe,Norway,59°55’N,10°45’E,1,2,NOR,Acipenseriformes,Merluccius merluccius,"Merluccius merluccius, Gadus morhua , Melanogrammus aeglefinus, Pollachius pollachius, Pollachius virens, Trisopterus esmarkii, Trisopterus minutus, Brosme brosme, Molva molva, Enchelyopus cimbrius , Phycis blennoides, Lophius piscatorius, Chelidonichthys gurnardus, Lepidorhombus whiffiagonis, Pleuronectes platessa , Limanda limand, Microstomus kitt , Glyptocephalus cynoglossus, Hippoglossoides platessoides. ",fish,fish,micro,"microscopic	examination",9,fish_trypanosomes,fish_trypanosomes,1146,262,22.8,20843528,262,884,0.228,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2019,"(Resadore et al., 2019)",2015-2016,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Diptera,,,flies,flies,mol, PCR ,9,Leishmania_amazonensis,Leishmania_amazonensis,4328,16,0.4,58,16,4312,0.004,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta,,
2015,"(Carvalho et al., 2015)",2013,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,mol,PCR,9,Leishmania_braziliensis,Leishmania_braziliensis,413,226,50,26505353,226,187,0.5,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2012,"(Lopez-Cespedes et al., 2012)",NA,North America,Mexico,19°20’N,99°10’W,1,1,MEX,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,ELISA,9,Leishmania_braziliensis,Leishmania_braziliensis,412,31,7.52,T11,31,381,0.0752,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2000,"(Reithinger et al., 2000)",NA,South America,Peru,12°00’S,77°00’W,1,1,PER,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,mol, PCR ,9,Leishmania_braziliensis,Leishmania_braziliensis,545,31,5.7,10655379,31,514,0.057,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2003,"(Reithinger et al., 2003)",1997-1999,South America,Peru,12°00’S,77°00’W,1,1,PER,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,mol, PCR ,9,Leishmania_braziliensis,Leishmania_braziliensis,1066,90,8.4,12682134,90,976,0.084,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2019,"(Resadore et al., 2019)",2015-2016,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Diptera,,,flies,flies,mol, PCR ,9,Leishmania_braziliensis,Leishmania_braziliensis,4328,47,1,58,47,4281,0.01,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta,,
2016,"(Teles et al., 2016)",2009-2010,South America,Bolivia,16°20’S,68°10’W,2,2,BOL,Diptera,Lutzomyia auraensis/Lu. ruifreitasi ,Lutzomyia auraensis/Lu. ruifreitasi ,flies,flies,mol,PCR,9,Leishmania_braziliensis,Leishmania_braziliensis,1026,18,2,37,18,1008,0.02,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2016,"(Teles et al., 2016)",2009-2010,South America,Brazil,16°20’S,68°10’W,2,2,BRA,Diptera,Lutzomyia auraensis/Lu. ruifreitasi ,Lutzomyia auraensis/Lu. ruifreitasi ,flies,flies,mol,PCR,9,Leishmania_braziliensis,Leishmania_braziliensis,1026,18,2,37,18,1008,0.02,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2016,"(Teles et al., 2016)",2009-2010,South America,Peru,16°20’S,68°10’W,2,2,PER,Diptera,Lutzomyia auraensis/Lu. ruifreitasi ,Lutzomyia auraensis/Lu. ruifreitasi ,flies,flies,mol,PCR,9,Leishmania_braziliensis,Leishmania_braziliensis,1026,18,2,37,18,1008,0.02,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2012,"(Valdivia et al., 2012)",2009,South America,Peru,12°00’S,77°00’W,3,3,PER,Diptera,,Drain fly,flies,flies,mol,PCR,9,Leishmania_braziliensis,Leishmania_braziliensis,1299,54,4.16,62,54,1245,0.0416,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta,,
2015,"(Rohousova et al., 2015)",2010,Africa,Ethiopia,09°02’N,38°42’E,2,2,ETH,animals,,,animals,animals,mol,PCR,9,Leishmania_donovani,Leishmania_donovani,546,32,5.9,6,32,514,0.059,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2012,"(Tiwary et al., 2012)",2009,Asia,India,28°37’N,77°13’E,1,1,IND,Diptera,Phlebotomus argentipes ,P. argentipes ,flies,flies,mol, PCR ,9,Leishmania_donovani,Leishmania_donovani,449,73,16.3,15,73,376,0.163,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta,,
2011,"(Wei et al., 2011)",2008,Asia,China,39°55’N,116°20’E,1,1,CHN,Diptera,Phlebotomus chinensi ,Phlebotomus chinensi ,flies,flies,mol," PCR, ITS2 , RT_PCR",9,Leishmania_donovani,Leishmania_donovani,708,16,2.3,21254870,16,692,0.023,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta,,
2016,"(Teles et al., 2016)",2009-2010,South America,Bolivia,16°20’S,68°10’W,2,2,BOL,Diptera,Lutzomyia auraensis/Lu. ruifreitasi ,Lutzomyia auraensis/Lu. ruifreitasi ,flies,flies,mol,PCR,9,Leishmania_guyanensis,Leishmania_guyanensis,1026,53,5,37,53,973,0.05,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta,,
2016,"(Teles et al., 2016)",2009-2010,South America,Brazil,16°20’S,68°10’W,2,2,BRA,Diptera,Lutzomyia auraensis/Lu. ruifreitasi ,Lutzomyia auraensis/Lu. ruifreitasi ,flies,flies,mol,PCR,9,Leishmania_guyanensis,Leishmania_guyanensis,1026,53,5,37,53,973,0.05,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta,,
2016,"(Teles et al., 2016)",2009-2010,South America,Peru,16°20’S,68°10’W,2,2,PER,Diptera,Lutzomyia auraensis/Lu. ruifreitasi ,Lutzomyia auraensis/Lu. ruifreitasi ,flies,flies,mol,PCR,9,Leishmania_guyanensis,Leishmania_guyanensis,1026,53,5,37,53,973,0.05,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta,,
2016,"(Teles et al., 2016)",2009-2010,South America,Bolivia,16°20’S,68°10’W,2,2,BOL,Diptera,Lutzomyia davisi,Lutzomyia davisi,flies,flies,mol,PCR,9,Leishmania_guyanensis,Leishmania_guyanensis,853,58,6.8,37,58,795,0.068,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta,,
2016,"(Teles et al., 2016)",2009-2010,South America,Brazil,16°20’S,68°10’W,2,2,BRA,Diptera,Lutzomyia davisi,Lutzomyia davisi,flies,flies,mol,PCR,9,Leishmania_guyanensis,Leishmania_guyanensis,853,58,6.8,37,58,795,0.068,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta,,
2016,"(Teles et al., 2016)",2009-2010,South America,Peru,16°20’S,68°10’W,2,2,PER,Diptera,Lutzomyia davisi,Lutzomyia davisi,flies,flies,mol,PCR,9,Leishmania_guyanensis,Leishmania_guyanensis,853,58,6.8,37,58,795,0.068,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta,,
2016,"(Can et al., 2016)",NA,Asia,Turkey,39°57’N,32°54’E,1,1,TUR,Carnivora,Felis catus,Felis catus,cats,cats,mol,PCR,9,Leishmania_infantum,Leishmania_infantum,1101,1,0.09,21,1,1100,0.0009,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2015,"(Oliveira et al., 2015)",,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Felis catus,Felis catus,cats,cats,sero,agreement  (DAT&IFA),9,Leishmania_infantum,Leishmania_infantum,443,3,0.68,26689182,3,440,0.0068,,agreement  (DAT&IFA),2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2017,"(Otranto et al., 2017)",2015-2016,Europe,Greece,37°58’N,23°46’E,1,1,GRC,Carnivora,Felis catus,Felis catus,cats,cats,sero," IFAT, IFA ",9,Leishmania_infantum,Leishmania_infantum,330,85,25.8,25,85,245,0.258,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2017,"(Otranto et al., 2017)",2015-2016,Europe,spain,37°58’N,23°46’E,1,1,ESP,Carnivora,Felis catus,Felis catus,cats,cats,sero," IFAT, IFA ",9,Leishmania_infantum,Leishmania_infantum,330,85,25.8,25,85,245,0.258,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2019,"(Rochaa et al.,  2019)",,South America,Brazil,,,,,BRA,Carnivora,felis catus ,cats,cats,cats,mol,PCR,9,Leishmania_infantum,Leishmania_infantum,105,32,30.48,K5,32,73,0.3048,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2004,"(Amusategui et al., 2004)",1984,Europe,Spain,40°25’N,03°45’W,1,1,ESP,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,(IFA),9,Leishmania_infantum,Leishmania_infantum,479,18,3.7,15604485,18,461,0.037,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2012,"(Athanasiou et al., 2012)",NA,Europe,Greece,37°58’N,23°46’E,1,1,GRC,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,agreement: ELISA and IFAT,9,Leishmania_infantum,Leishmania_infantum,2620,509,19.43,22366671,509,2111,0.1943,,agreement: ELISA and IFAT,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2017,"(Belo et al., 2017)",2014,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,"(ELISA	, DPP-field, DPP_lab)",9,Leishmania_infantum,Leishmania_infantum,1130,161,14.2,52,161,969,0.142,,avar three tests,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2004,"(Cardoso et al., 2004)",2000,Europe,Portugal,38°42’N,09°10’W,1,1,PRT,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,DAT,9,Leishmania_infantum,Leishmania_infantum,1540,288,18.7,15110400,288,1252,0.187,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2013,"(Cassini et al., 2013)",2006-2007,Europe,Italy,41°54’N,12°29’E,1,1,ITA,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero, IFAT ,9,Leishmania_infantum,Leishmania_infantum,449,31,6.9,T4,31,418,0.069,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2011,"(Coura-Vital et al., 2011)",NA,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,mol,PCR_RFLP,9,Leishmania_infantum,Leishmania_infantum,1443,356,24.7,21858243,356,1087,0.247,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2002,"(Cringoli et al., 2002)",NA,Europe,Italy,41°54’N,12°29’E,1,1,ITA,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,IFAT,9,Leishmania_infantum,Leishmania_infantum,1058,222,21,12079736,222,836,0.21,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2015,"(D'Andrea et al., 2015)",2010  and 2011,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero, ELISA,9,Leishmania_infantum,Leishmania_infantum,4547,509,11.2,50,509,4038,0.112,,ELISA:largest sample size,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2015,"(da Costa et al., 2015)",2012,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero," (ELISA, IFAT,  DPP)",9,Leishmania_infantum,Leishmania_infantum,960,280,29,26684524,280,680,0.29,,avar three tests,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2018,"(Ferroglio et al., 2018)",2007-2009,Europe,Italy,41°54’N,12°29’E,1,1,ITA,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,mol,PCR,9,Leishmania_infantum,Leishmania_infantum,803,324,40,29745468,324,479,0.4,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2016,"(Fujimori et al., 2016)",2013,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,ELISA ,9,Leishmania_infantum,Leishmania_infantum,521,120,23,51,120,401,0.23,,one test,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2011,"(Giorgobiani et al., 2011)",,"Asia, Europe",Georgia,41°43’N,44°50’E,1,1,GEO,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,rapid commercial tests and microscopic examination ,9,Leishmania_infantum,Leishmania_infantum,1306,217,16.6,22180796,217,1089,0.166,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2019,"(Gizzarelli et al., 2019)",2017-2018,Europe,Italy,41°54’N,12°29’E,1,1,ITA,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,IFAT,9,Leishmania_infantum,Leishmania_infantum,716,72,10.2,26,72,644,0.102,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2016,"(Hamel et al., 2016)",2010-2011,Europe,Albania,41°18’N,19°49’E,1,1,ALB,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,mol,PCR,9,Leishmania_infantum,Leishmania_infantum,602,28,4.7,26453093,28,574,0.047,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2012,"(Hosseininejad et al., 2012)",2007-2009,Asia,Iran,35°44’N,51°30’E,1,1,IRN,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero," direct agglutination test, DAT ",9,Leishmania_infantum,Leishmania_infantum,548,53,9.67,16,53,495,0.0967,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2016,"(Jiang et al., 2016)",2014-2015,Asia,China,39°55’N,116°20’E,1,1,CHN,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero, ELISA ,9,Leishmania_infantum,Leishmania_infantum,408,24,5.9,27660861,24,384,0.059,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2018,"(Leal et al., 2018)",2014 and 2015,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero, ELISA and DPP,9,Leishmania_infantum,Leishmania_infantum,5822,1282,22,29406075,1282,4540,0.22,,agreement : ELISA and DPP,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2012,"(Lopez-Cespedes et al., 2012)",NA,North America,Mexico,19°20’N,99°10’W,1,1,MEX,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,ELISA,9,Leishmania_infantum,Leishmania_infantum,412,25,6.07,T11,25,387,0.0607,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2016,"(Mascolli et al., 2016)",2007-2008,South America[change | change source],Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,ELISA for leishmania spp. And IF for T. cruzi,9,Leishmania_infantum,Leishmania_infantum,570,13,2.3,66,13,557,0.023,,ELISA,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2007,"(Miro et al., 2007)",1996-2006,Europe,Spain,40°25’N,03°45’W,1,1,ESP,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,IFAT,9,Leishmania_infantum,Leishmania_infantum,1803,141,7.8,17323100,141,1662,0.078,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2012,"(nan et al., 2012)",2011,Europe,Spain,40°25’N,03°45’W,1,1,ESP,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,IFAT,9,Leishmania_infantum,Leishmania_infantum,418,46,11,22452948,46,372,0.11,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2017,"(Otranto et al., 2017)",2015-2016,Europe,Greece,37°58’N,23°46’E,1,1,GRC,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero," IFAT, IFA ",9,Leishmania_infantum,Leishmania_infantum,263,13,4.9,25,13,250,0.049,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2017,"(Otranto et al., 2017)",2015-2016,Europe,spain,37°58’N,23°46’E,1,1,ESP,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero," IFAT, IFA ",9,Leishmania_infantum,Leishmania_infantum,263,13,4.9,25,13,250,0.049,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2000,"(Ozbel et al., 2000)",NA,Asia,Turkey,39°57’N,32°54’E,1,1,TUR,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,DAT or IFAT,9,Leishmania_infantum,Leishmania_infantum,490,26,5.3,10643901,26,464,0.053,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2018,"(Sauda et al., 2018)",2011-2014,Europe,Italy,41°54’N,12°29’E,1,1,ITA,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,agreement(IFAT and PCR),9,Leishmania_infantum,Leishmania_infantum,639,16,2.5,29388550,16,623,0.025,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2018,"(Silva et al., 2018)",NA,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero, ELISA ,9,Leishmania_infantum,Leishmania_infantum,411,53,12.9,30304279,53,358,0.129,,just one  test,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2011,"(Sousa et al., 2011)",2008 and 2009,Europe,Portugal,38°42’N,09°10’W,1,1,PRT,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,DAT,9,Leishmania_infantum,Leishmania_infantum,654,139,21.3,21741348,139,515,0.213,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2010,"(Otranto et al., 2010)",,Europe,Italy ,,,,,ITA,,,dogs,dogs,dogs,mol,PCR,9,Leishmania_infantum,Leishmania_infantum,48,27,56.25,K9,27,21,0.5625,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2009,"(Chargui et al., 2009)",,Africa,Tunisia,,,,,TUN,,,dogs,dogs,dogs,mol,PCR,9,Leishmania_infantum,Leishmania_infantum,67,16,23.88,K10,16,51,0.2388,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2015,"(Karakus et al., 2015)",,Asia,Turkey,,,,,TUR,,,dogs,dogs,dogs,mol,PCR,9,Leishmania_infantum,Leishmania_infantum,206,86,41.75,K11,86,120,0.4175,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2008,"(Fern and ez-Bellon et al., 2008)",,Europe,Spain,,,,,ESP,,,dogs,dogs,dogs,mol,PCR ,9,Leishmania_infantum,Leishmania_infantum,78,18,23.08,K16,18,60,0.2308,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2010,"(Kouam et al., 2010)",2007-2008,Europe,Greece,37°58’N,23°46’E,1,1,GRC,Perissodactyla,Equus caballus,Equus caballus,equids,equids,sero, ELISA ,9,Leishmania_infantum,Leishmania_infantum,753,2,0.3,20197215,2,751,0.003,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
2017,"(Galvis-Ovallos et al., 2017)",2012-2014,South America,Brazil,15°47’S,47°55’W,2,2,BRA,Diptera,Lutzomyia Longipalpis,"Lu. Longipalpis, Ny. Neivai, Ev. Lenti, Ev. Cortelezzii, Brumptomyia sp. ",flies,flies,mol," nested PCR, PCR ",9,Leishmania_infantum,Leishmania_infantum,652,17,2.6,54,17,635,0.026,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta,,
2006,"(Martin-Sanchez et al., 2006)",1991-2004,Europe,Spain,40°25’N,03°45’W,2,2,ESP,Diptera,Phlebotomus perniciosus,"P. perniciosus , P. ariasi, P. papatasi, P. sergenti, P. minuta",flies,flies,mol,PCR,9,Leishmania_infantum,Leishmania_infantum,3810,480,12.6,16310236,480,3330,0.126,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta,,
2009,"(Oshaghi et al., 2009)",2002,Asia,Iran,35°44’N,51°30’E,1,1,IRN,Diptera,Phlebotomus perfeliewi transcaucasicus ,P. perfeliewi transcaucasicus ,flies,flies,mol,PCR,9,Leishmania_infantum,Leishmania_infantum,954,9,1,19815868,9,945,0.01,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta,,
2009,"(Oshaghi et al., 2009)",2002,Asia,Iran,35°44’N,51°30’E,1,1,IRN,Diptera,Phlebotomus kandelakii,P. kandelakii,flies,flies,mol,PCR,9,Leishmania_infantum,Leishmania_infantum,45,1,2.2,19815868,1,44,0.022,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta,,
2009,"(Oshaghi et al., 2009)",2002,Asia,Iran,35°44’N,51°30’E,2,2,IRN,Diptera,Phlebotomus brevis,"P.brevis, P. halepensis, P. longiductus",flies,flies,mol,PCR,9,Leishmania_infantum,Leishmania_infantum,131,1,0.8,19815868,1,130,0.008,,Seasonality of sand flies (Diptera: Psychodidae) and Leishmania DNA detection in vector species in an area with endemic visceral leishmaniasis,2,Leishmania_spp.,dixenous_spp.,insects,1,meta,,
2009,"(Oshaghi et al., 2009)",2002,Asia,Iran,35°44’N,51°30’E,1,1,IRN,Diptera," Smilisca dentata,",S. dentata,flies,flies,mol,PCR,9,Leishmania_infantum,Leishmania_infantum,313,2,0.64,19815868,2,311,0.0064,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta,,
2014,"(Rodrigues et al., 2014)",2009-2010,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Diptera,Lutzomyia longipalpis ,Lutzomyia longipalpis ,flies,flies,mol," qPCR, PCR ",9,Leishmania_infantum,Leishmania_infantum,1230,450,36.6,48,450,780,0.366,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta,,
2011,"(Felipe et al., 2011)",2006-2008,South America,Brazil,15°47’S,47°55’W,3,3,BRA,Diptera,,,flies,flies,mol,PCR,9,Leishmania_infantum,Leishmania_infantum,448,40,8.9,42,40,408,0.089,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta,,
2015,"(Lledo et al., 2015)",NA,Europe,Spain,40°25’N,03°45’W,1,1,ESP,Carnivora,Vulpes vulpes,Vulpes vulpes,foxes,animals,micro,microscopic examination,9,Leishmania_infantum,Leishmania_infantum,400,48,12,26565688,48,352,0.12,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta,,
